年份,节日,主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
2024,十一,消费宏观,10月社会消费品零售总额,4.54,万亿元,亿元,2024-10-01 至 2024-10-31,月度,月度统计口径,商务部社零,官方总量,实际,同比,7,水平值,2026-08-21,,国家统计局/商务部,2024年10月消费市场情况,2024-11,A,https://fdi.mofcom.gov.cn/come-zonghe-con.html?id=46459,同比+4.8%;月度口径
2024,十一,消费宏观,10月餐饮收入,4.44,万亿元,亿元,2024-01-01 至 2024-10-31,累计,累计统计口径,商务部社零,官方总量,实际,同比,7,水平值,2026-08-21,,国家统计局/商务部,2024年10月消费市场情况,2024-11,A,https://fdi.mofcom.gov.cn/come-zonghe-con.html?id=46459,1-10月餐饮收入4.44万亿(+5.9%);累计口径
2024,十一,消费宏观,国庆档电影票房,21.04,亿元,亿元,2024-10-01 至 2024-10-07,7天,国家电影局口径,官方总量,官方总量,实际,无(水平值),7,水平值,2026-08-21,,国家电影局,2024年国庆档票房为21.04亿元,2024-10-08,A,https://www.chinafilm.gov.cn/xwzx/gzdt/202410/t20241010_868600.html,观影5209万;国产影片20.17亿(占比95.87%);冠军《志愿军:存亡之战》8.05亿;2023年双节8天档27.34亿
2024,十一,消费宏观,国庆档电影票房日均(测算),3.01,亿元/天,日度,2024-10-01 至 2024-10-07,7天,国家电影局口径,官方总量,测算,推算,同比,7,水平值,2026-08-21,测算待核,本报告推算,由电影局数据派生,2026-08-21,D,https://www.chinafilm.gov.cn/xwzx/gzdt/202410/t20241010_868600.html,=21.04/7;2023年8天档日均3.42亿/天;D级推算
2024,十一,消费宏观,国庆档观影人次,5209,万人次,人次,2024-10-01 至 2024-10-07,7天,国家电影局口径,官方总量,官方总量,实际,无(水平值),7,水平值,2026-08-21,,国家电影局,2024年国庆档票房为21.04亿元,2024-10-08,A,https://www.chinafilm.gov.cn/xwzx/gzdt/202410/t20241010_868600.html,2023年双节档6510万人次
2024,十一,消费宏观,消费相关行业日均销售收入同比,25.1,%,增长率,2024-10-01 至 2024-10-07,7天,国家税务总局增值税发票口径,官方总量,官方总量,实际,同比,7,水平值,2026-08-21,,国家税务总局,国庆假期消费市场活力足,2024-10-08,A,https://www.chinatax.gov.cn/chinatax/n810219/n810780/c5235060/content.html,露营+43.2%/民宿+6.3%
2024,十一,消费宏观,网联平台日均支付交易金额,1.2,万亿元/天,日度,2024-10-01 至 2024-10-07,7天,网联清算平台口径,支付清算额,官方总量,实际,无(水平值),7,水平值,2026-08-21,,网联清算(央广网转引),国庆假期网联平台最新数据,2024-10-09,B,https://news.cnr.cn/native/gd/20241009/t20241009_526932494.shtml,日均支付交易1.2万亿元
2024,十一,消费宏观,重点零售和餐饮企业销售额同比,4.5,%,增长率,2024-10-01 至 2024-10-07,7天,商务部商务大数据监测口径,商务部社零,官方重点监测,实际,同比,7,水平值,2026-08-21,,商务部(中国经济网转引),国庆假期全国重点零售和餐饮企业销售额同比增长4.5%,2024-10-09,A,http://www.ce.cn/xwzx/gnsz/gdxw/202410/09/t20241009_39162201.shtml,按可比口径;与旅游总花费口径不同不可相加
2024,十一,游客画像,携程00后订单占比,近20,%,百分比,2024-10-01 至 2024-10-07,7天,携程自披露口径,平台GMV,平台自披露,实际,无(水平值),7,水平值,2026-08-21,,携程(经济参考报),2024年国庆旅游消费报告,2024-10-07,C,http://jjckb.xinhuanet.com/20241007/9e38ae79b9794ca48be0ee24205f431b/c.html,已超85后、90后成为出游主力;该平台自身口径
2024,十一,游客画像,携程县域旅游日均订单同比,40,%,增长率,2024-10-01 至 2024-10-07,7天,携程自披露口径,平台GMV,平台自披露,实际,同比,7,增长率,2026-08-21,,携程(经济参考报),2024年国庆旅游消费报告,2024-10-07,C,http://jjckb.xinhuanet.com/20241007/9e38ae79b9794ca48be0ee24205f431b/c.html,增速前10县域均超4倍:隰县/芮城/贺兰/宜川/商南/应县/宁安/织金/齐河/仁化;该平台自身口径
2024,十一,游客画像,携程展演类日均订单同比,80,%,增长率,2024-10-01 至 2024-10-07,7天,携程自披露口径,平台GMV,平台自披露,实际,同比,7,增长率,2026-08-21,,携程(经济参考报),2024年国庆旅游消费报告,2024-10-07,C,http://jjckb.xinhuanet.com/20241007/9e38ae79b9794ca48be0ee24205f431b/c.html,全国超90场演唱会;该平台自身口径
2024,十一,游客画像,途牛国内长线游占比,超50,%,百分比,2024-10-01 至 2024-10-07,7天,途牛自披露口径,平台GMV,平台自披露,实际,无(水平值),7,水平值,2026-08-21,,途牛旅游网(齐鲁晚报转引),2024国庆旅游消费盘点,2024-10-08,C,https://m.qlwb.com.cn/detail/24864904.html,出境游占比超20%;该平台自身口径
2024,十一,酒店住宿,万达满房酒店占比,超半数,家,定性,2024-10-01 至 2024-10-07,7天,万达自披露口径,酒店OCC,平台自披露,实际,无(水平值),7,定性,2026-08-21,,万达酒店及度假村(新京报转引),国庆数据,2024-10-08,C,https://m.bjnews.com.cn/detail/1728390922168364.html,山西太原/长治/临汾及新疆阿勒泰/吐鲁番连续5天满房;该平台自身口径
2024,十一,酒店住宿,全国酒店行业平均RevPAR/ADR/OCC,本期无权威来源,—,元/间夜,2024-10-01 至 2024-10-07,7天,国庆7天口径v1.0,酒店RevPAR,待核,实际,无(水平值),7,定性,2026-08-21,全国总量缺项,STR/酒店之家,未发布2024国庆全国口径,2024-10,C,https://www.chinanews.com.cn/gn/2024/10-09/10298441.shtml,STR/酒店之家未发布2024国庆全国口径;以华住/锦江/万达/洲际等集团披露替代
2024,十一,酒店住宿,华住中国接待住客,超810,万人次,人次,2024-10-01 至 2024-10-07,7天,华住自披露口径,酒店间夜,平台自披露,实际,同比,7,水平值,2026-08-21,,华住集团(观察者网),国庆假期经营数据,2024-10-08,C,https://m.guancha.cn/GongSi/2024_10_10_751292.shtml,为去年同期1.2倍;徐州/南昌入住率>95%;该平台自身口径
2024,十一,酒店住宿,洲际度假酒店总收入同比,34,%,增长率,2024-10-01 至 2024-10-07,7天,洲际自披露口径,酒店间夜,平台自披露,实际,同比,7,增长率,2026-08-21,,洲际酒店集团(金融界转引),国庆数据,2024-10-18,C,https://m.jrj.com.cn/toutiao/2024/10/18/44164646.shtml,10/4入住率99%;该平台自身口径
2024,十一,酒店住宿,锦江10/1-3入住率同比,3,个百分点,百分比,2024-10-01 至 2024-10-03,3天,锦江自披露口径,酒店OCC,平台自披露,实际,同比,7,水平值,2026-08-21,,锦江酒店(中国区)(新浪转引),酒店经营数据,2024-10-08,C,https://www.sina.cn/news/detail/5086794007973853.html,量涨价跌:出租率升、房价降;该平台自身口径
2024,十一,酒店住宿,锦江10/1-3平均RevPAR同比,-1,%,百分比,2024-10-01 至 2024-10-03,3天,锦江自披露口径,酒店RevPAR,平台自披露,实际,同比,7,水平值,2026-08-21,,锦江酒店(中国区)(新浪转引),酒店经营数据,2024-10-08,C,https://www.sina.cn/news/detail/5086794007973853.html,该平台自身口径
2024,十一,酒店住宿,锦江10/1-3平均房价同比,-4,%,百分比,2024-10-01 至 2024-10-03,3天,锦江自披露口径,酒店ADR,平台自披露,实际,同比,7,水平值,2026-08-21,,锦江酒店(中国区)(新浪转引),酒店经营数据,2024-10-08,C,https://www.sina.cn/news/detail/5086794007973853.html,ADR下降
2024,十一,酒店住宿,锦江中国区接待旅客,超1000,万人次,人次,2024-10-01 至 2024-10-07,7天,锦江自披露口径,酒店间夜,平台自披露,实际,无(水平值),7,水平值,2026-08-21,,锦江酒店(中国区)(21世纪经济报道),国庆经营数据,2024-10-08,C,https://www.21jingji.com/article/20241008/herald/53258c6df62ce1506871957305e48404.html,前四天整体入住率约90%(+3pct);10/3满房超6000家;该平台自身口径
2025,春节,交通出行,全社会跨区域人员流动量,230684.5,万人次,水平值,2025-01-28~2025-02-04,8天,2025综合运输春运工作专班口径,官方跨区域(含自驾),官方跨区域(含自驾),实际,同比,8,水平值,2026-08-21,,2025年综合运输春运工作专班(交通运输部),春节假期跨区域人员流动量超23亿人次,2025-02-05,A,https://www.mot.gov.cn/zhuanti/2025chunyun/chunyunbaodao/202502/t20250205_4163673.html,约23.07亿人次;较2024年同期+6%;含自驾
2025,春节,交通出行,公路人员流动量,218293,万人次,水平值,2025-01-28~2025-02-04,8天,2025综合运输春运工作专班口径,官方跨区域(含自驾),官方跨区域(含自驾),实际,同比,8,水平值,2026-08-21,,2025年综合运输春运工作专班,新华视点:透视2025年春节新气象,2025-02-06,A,https://www.mot.gov.cn/zhuanti/2025chunyun/chunyunbaodao/202502/t20250206_4163750.html,含自驾;与铁/民/水客运量口径不同不可加总
2025,春节,交通出行,小型客车免费通行天数,8,天,水平值,2025-01-28~2025-02-04,8天,官方免通政策口径,官方总量,官方总量,实际,无(水平值),8,水平值,2026-08-21,,交通运输部(中国政府网),2025年春节假期小客车上高速继续免收通行费,2025-01-21,A,https://www.gov.cn/lianbo/bumen/202501/content_7000196.htm,免费通行时段1月28日0时至2月4日24时共8天
2025,春节,交通出行,春运40天全社会跨区域人员流动量,90.25,亿人次,水平值,2025-01-14~2025-02-22,40天,2025综合运输春运工作专班口径,官方跨区域(含自驾),官方跨区域(含自驾),实际,无(水平值),8,水平值,2026-08-21,,2025年综合运输春运工作专班(交通运输部),春运40天全社会跨区域人员流动量预计达90.25亿人次,2025-02-24,A,https://www.mot.gov.cn/zhuanti/2025chunyun/chunyunbaodao/202502/t20250224_4164651.html,预计值;创历史新高
2025,春节,交通出行,民航客运量,1824.2,万人次,水平值,2025-01-28~2025-02-04,8天,中国民航局口径,官方营业性(不含自驾),官方营业性(不含自驾),实际,同比,8,水平值,2026-08-21,,中国民用航空局(交通运输部春运专班),新华视点:透视2025年春节新气象,2025-02-06,A,https://www.mot.gov.cn/zhuanti/2025chunyun/chunyunbaodao/202502/t20250206_4163750.html,营业性客运口径
2025,春节,交通出行,水路客运量,941.3,万人次,水平值,2025-01-28~2025-02-04,8天,2025综合运输春运工作专班口径,官方营业性(不含自驾),官方营业性(不含自驾),实际,同比,8,水平值,2026-08-21,,2025年综合运输春运工作专班,新华视点:透视2025年春节新气象,2025-02-06,A,https://www.mot.gov.cn/zhuanti/2025chunyun/chunyunbaodao/202502/t20250206_4163750.html,营业性客运口径
2025,春节,交通出行,铁路客运量,9626,万人次,水平值,2025-01-28~2025-02-04,8天,国铁集团口径,官方营业性(不含自驾),官方营业性(不含自驾),实际,同比,8,水平值,2026-08-21,,中国国家铁路集团(交通运输部春运专班),新华视点:透视2025年春节新气象,2025-02-06,A,https://www.mot.gov.cn/zhuanti/2025chunyun/chunyunbaodao/202502/t20250206_4163750.html,营业性客运口径不含自驾
2025,春节,前瞻预测,2026春节国内出游人次(预计),5.7,亿人次,水平值,2026-02-17~2026-02-25,9天,预测台账-春节F03,预计,预测,预计,无(水平值),预计9天,增长率,2026-08-21,预判待回填,预测值(由2025春节外推),本报告预测台账,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,预测ID=2025春节-F03;区间5.5-5.9亿;2026春节预计9天超长;D级预计
2025,春节,前瞻预测,五一国内出游人次(预计),3.0,亿人次,水平值,2025-05-01~2025-05-05,5天,预测台账-春节F01,预计,预测,预计,无(水平值),预计9天,增长率,2026-08-21,预判待回填,预测值(由2025春节外推),本报告预测台账,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,预测ID=2025春节-F01;区间2.9-3.2亿;参考2024五一2.95亿;D级预计
2025,春节,前瞻预测,五一国内出游总花费(预计),3550,亿元,水平值,2025-05-01~2025-05-05,5天,预测台账-春节F02,预计,预测,预计,无(水平值),预计9天,增长率,2026-08-21,预判待回填,预测值(由2025春节外推),本报告预测台账,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,预测ID=2025春节-F02;区间3400-3700亿;人均略升;D级预计
2025,春节,总体,人均出游花费(测算),1351,元,人均trip,2025-01-28~2025-02-04,8天,春节8天口径v1.0,测算,测算,推算,无(水平值),8,水平值,2026-08-21,推算,测算值(由文旅部总花费/人次派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,=6770.02亿元/5.01亿人次;D级推算与实测分栏
2025,春节,总体,入出境旅游人数(边检口径),1436.6,万人次,水平值,2025-01-28~2025-02-04,8天,移民局边检口径,官方边检,官方边检,实际,同比,8,水平值,2026-08-21,,国家移民管理局,春节假期1436.6万人次出入境,2025-02-05,A,https://www.nia.gov.cn/n741440/n741567/c1697767/content.html,较去年春节同期+6.3%;内地居民767.1万/港澳台573.7万/外国人95.8万
2025,春节,总体,内地居民出入境,767.1,万人次,水平值,2025-01-28~2025-02-04,8天,移民局边检口径,官方边检,官方边检,实际,同比,8,水平值,2026-08-21,,国家移民管理局,春节假期1436.6万人次出入境,2025-02-05,A,https://www.nia.gov.cn/n741440/n741567/c1697767/content.html,同比+5%
2025,春节,总体,出游人次日均(测算),0.63,亿人次/天,日度,2025-01-28~2025-02-04,8天,春节8天口径v1.0,测算,测算,推算,无(水平值),8,水平值,2026-08-21,推算,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,=5.01/8天;D级推算;2024年8天日均0.59亿/天
2025,春节,总体,出游总花费日均(测算),846.25,亿元/天,日度,2025-01-28~2025-02-04,8天,春节8天口径v1.0,测算,测算,推算,无(水平值),8,水平值,2026-08-21,推算,测算值(由文旅部数据派生),本报告推算,2026-08-21,D,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,=6770.02/8天;D级推算;2024年8天日均790.86亿/天
2025,春节,总体,国内旅游出游人次,5.01,亿人次,水平值,2025-01-28~2025-02-04,8天,春节8天口径v1.0,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,文化和旅游部数据中心,2025年春节假期文化和旅游市场情况,2025-02-05,A,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,同比+5.9%;按可比天数折算;首个申遗成功后的春节
2025,春节,总体,国内游客出游总花费,6770.02,亿元,水平值,2025-01-28~2025-02-04,8天,春节8天口径v1.0,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,文化和旅游部数据中心,2025年春节假期文化和旅游市场情况,2025-02-05,A,https://www.mct.gov.cn/whzx/whyw/202502/t20250205_958229.htm,同比+7.0%;与商务部社零口径分列不可相加
2025,春节,总体,外国人出入境,95.8,万人次,水平值,2025-01-28~2025-02-04,8天,移民局边检口径,官方边检,官方边检,实际,同比,8,水平值,2026-08-21,,国家移民管理局,春节假期1436.6万人次出入境,2025-02-05,A,https://www.nia.gov.cn/n741440/n741567/c1697767/content.html,同比+22.9%;其中免签入境46万人次(日均+28.5%)
2025,春节,总体,港澳台居民出入境,573.7,万人次,水平值,2025-01-28~2025-02-04,8天,移民局边检口径,官方边检,官方边检,实际,同比,8,水平值,2026-08-21,,国家移民管理局,春节假期1436.6万人次出入境,2025-02-05,A,https://www.nia.gov.cn/n741440/n741567/c1697767/content.html,同比+5.6%
2025,春节,政策宏观,全国消费相关行业日均销售收入同比,10.8,%,增长率,2025-01-28~2025-02-04,8天,国家税务总局增值税发票口径,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,国家税务总局(中国政府网),春节假期消费观察,2025-02-04,A,https://www.gov.cn/yaowen/liebiao/202502/content_7002463.htm,商品消费+9.9%/服务消费+12.3%
2025,春节,政策宏观,商品消费日均销售收入同比,9.9,%,增长率,2025-01-28~2025-02-04,8天,国家税务总局增值税发票口径,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,国家税务总局(中国政府网),春节假期消费观察,2025-02-04,A,https://www.gov.cn/yaowen/liebiao/202502/content_7002463.htm,家电家居/粮油食品走高
2025,春节,政策宏观,服务消费日均销售收入同比,12.3,%,增长率,2025-01-28~2025-02-04,8天,国家税务总局增值税发票口径,官方总量,官方总量,实际,同比,8,水平值,2026-08-21,,国家税务总局(中国政府网),春节假期消费观察,2025-02-04,A,https://www.gov.cn/yaowen/liebiao/202502/content_7002463.htm,旅游游览/文化艺术体育需求旺盛
2025,春节,政策宏观,网上零售额同比,5.8,%,增长率,2025-01-28~2025-02-04,8天,商务部商务大数据监测口径,官方重点监测,官方重点监测,实际,同比,8,水平值,2026-08-21,,商务部,2025年春节期间全国网上零售额同比增长5.8%,2025-02-05,A,https://www.gov.cn/lianbo/bumen/202502/content_7002402.htm,"消费品""以旧换新""政策持续显效"
2025,春节,政策宏观,重点零售和餐饮企业销售额同比,4.1,%,增长率,2025-01-28~2025-02-04,8天,商务部商务大数据监测口径,官方重点监测,官方重点监测,实际,同比,8,水平值,2026-08-21,,商务部,2025年春节期间全国网上零售额同比增长5.8%,2025-02-05,A,https://www.gov.cn/lianbo/bumen/202502/content_7002402.htm,节日期间重点零售和餐饮企业销售额+4.1%;与旅游总花费口径不同不可相加
